pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,abs_vmag,sy_jmag,abs_jmag,sy_kmag,abs_kmag,sy_tmag,sy_kepmag,sy_gaiamag,abs_gaiamag,st_parallax_mas,st_rv,st_e_rv,st_rv_source,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,bj_dist_pc,bj_dist_pc_lo,bj_dist_pc_hi,ruwe,ruwe_quality,gaia_aen,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
Kepler-364 c,Kepler-364,2119591206965104768,2119591206965104768,123358019,,281.5699998,47.3986233,13.754,4.03418937115265,12.676,2.95618937115265,12.388,2.66818937115265,13.2322,13.66,13.6134,3.89358937115265,1.11466094562302,-7.08221244812012,2.8384211063385,Gaia,6108.0,4.273,-0.031,1.076,1.284,,0.35128,,,,,878.945861816406,871.13818359375,886.737609863281,0.958279013633728,LO,0.0,59.980627,2.15,6.582,Kepler,2014,Kepler
Kepler-364 b,Kepler-364,2119591206965104768,2119591206965104768,123358019,,281.5699998,47.3986233,13.754,4.03418937115265,12.676,2.95618937115265,12.388,2.66818937115265,13.2322,13.66,13.6134,3.89358937115265,1.11466094562302,-7.08221244812012,2.8384211063385,Gaia,6108.0,4.273,-0.031,1.076,1.284,,0.35128,,,,,878.945861816406,871.13818359375,886.737609863281,0.958279013633728,LO,0.0,25.745718,1.55,6.983,Kepler,2014,Kepler
TOI-2295 b,TOI-2295,2144184945615891712,2144184945615891712,48018596,,281.5761962,50.4924657,9.595,4.09967435572805,8.379,2.88367435572805,8.111,2.61567435572805,9.00772,,9.46138,3.96605435572805,7.94580200457216,-38.543342590332,0.1719631254673,Gaia,5730.0,4.176,0.316,1.168,1.459,,0.31387,10.5,1.4,-1.4,78.0,125.62183380127,125.456771850586,125.775245666504,0.91901957988739,LO,0.0702955275774002,30.033302,16.47720163,3.01,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
Kepler-989 b,Kepler-989,2119584163218439040,2119584163218439040,123357893,,281.5827983,47.2334674,14.717,6.27860324267486,12.965,4.52660324267486,12.415,3.97660324267486,13.8128,14.425,14.4083,5.96990324267486,2.02531765966859,-31.5845394134522,3.31658363342285,Gaia,5074.0,4.58,0.01,0.82,0.78,,-0.42689,4.68,5.77,-2.82,,487.168670654297,483.308929443359,489.966949462891,0.990990281105042,LO,0.0,7.964315352,2.21,1.498,Kepler,2016,Kepler
Kepler-1097 b,Kepler-1097,2104822188824798848,2104822188824798848,123316380,,281.5941261,42.5963949,15.652,6.41947690440538,13.838,4.60547690440538,13.252,4.01947690440538,14.6412,15.206,15.2071,5.97457690440538,1.40368952319476,,,,5211.0,4.57,-0.11,0.82,0.79,,-0.40444,4.9,6.12,-3.1,,702.270812988281,692.722045898438,712.32666015625,0.996677219867706,LO,0.0,187.747029,3.26,5.408,Kepler,2016,Kepler
Kepler-438 b,Kepler-438,2104675781979819776,2104675781979819776,336266673,,281.6457236,41.9510686,15.104,8.83863855177526,12.13,5.86463855177526,11.199,4.93363855177526,13.4386,14.467,14.4852,8.21983855177526,5.55922386204586,-88.717155456543,4.30353879928589,Gaia,3748.0,4.74,0.16,0.544,0.52,,-1.357,4.4,0.8,-0.7,,179.090393066406,176.227172851563,181.864562988281,6.01589632034302,HI,1.0557131767273,35.23319,1.12,3.48,Kepler,2015,Kepler
Kepler-1329 b,Kepler-1329,2119746375543622016,2119746375543622016,47977416,,281.6476437,48.2709523,15.958,7.06693871545061,14.168,5.27693871545061,13.435,4.54393871545061,15.1289,15.911,15.8498,6.95873871545061,1.64914996857921,,,,4500.0,4.62,0.02,0.72,0.69,,-0.77081,5.62,5.37,-3.16,,600.084289550781,588.715026855469,609.058044433594,1.01624584197998,LO,0.0194939579814672,9.33646594,2.17,2.2637,Kepler,2016,Kepler
Kepler-1043 b,Kepler-1043,2119617320366308736,2119617320366308736,123358827,,281.6629579,47.5685927,14.949,5.2112687083655,13.604,3.8662687083655,13.195,3.4572687083655,14.2929,14.777,14.7617,5.0239687083655,1.105532396884,,,,5629.0,4.5,-0.11,0.92,0.9,,-0.07309,4.47,4.91,-2.79,,886.229614257813,872.596374511719,896.309936523438,0.912103176116943,LO,0.0,38.5053398,2.55,5.973,Kepler,2016,Kepler
Kepler-1140 b,Kepler-1140,2119201533172444160,2119201533172444160,123359347,,281.6940529,46.946521,15.751,6.65675776149566,13.946,4.85175776149566,13.297,4.20275776149566,14.8165,15.464,15.4527,6.35845776149566,1.49749671510579,,,,4850.0,4.61,-0.08,0.76,0.73,,-0.56584,5.01,5.85,-2.85,,658.943908691406,647.307739257813,668.879516601563,0.984952509403229,LO,0.0,24.0862707,2.77,2.2287,Kepler,2016,Kepler
Kepler-780 b,Kepler-780,2117396341239154560,2117396336940399616,123362050,,281.7663511,44.2924898,13.464,1.37221776429871,12.214,0.122217764298711,11.824,-0.267782235701289,12.8925,13.326,13.3393,1.24751776429871,0.433183365699195,-5.03716611862183,2.42525053024292,Gaia,5769.0,4.42,0.05,1.01,1.02,,0.0169,4.9,2.57,-2.68,,2620.33276367188,1649.99438476563,5319.294921875,18.7320232391357,HI,2.68002510070801,0.677375164,0.89,1.8243,Kepler,2016,Kepler
Kepler-1174 b,Kepler-1174,2104710176078205440,2104710176078205440,123408863,,281.8314296,42.298891,14.271,3.57704305018156,13.151,2.45704305018156,12.762,2.06804305018156,13.7214,14.207,14.159,3.46504305018156,0.699071798853116,-35.965202331543,4.22046661376953,Gaia,5936.0,4.42,-0.04,1.04,1.04,,0.55531,3.55,2.37,-1.87,,1376.54809570313,1347.04626464844,1398.30090332031,0.986869215965271,LO,0.0,6.89225223,1.59,2.4556,Kepler,2016,Kepler
Kepler-1285 b,Kepler-1285,2105291955168605440,2105291955168605440,123410927,,281.8353366,44.1558825,11.717,3.61377728267455,10.785,2.68177728267455,10.484,2.38077728267455,11.2755,11.714,11.6497,3.54647728267455,2.34728794376613,-3.20738935470581,0.558861494064331,Gaia,6170.0,4.3,0.16,1.2,1.28,,0.48088,2.75,0.868,-1.06,,417.488525390625,415.800445556641,419.454895019531,0.766397297382355,LO,0.071256622672081,14.7967458,0.97,5.638,Kepler,2016,Kepler
Kepler-1572 b,Kepler-1572,2119147897620835840,2119147897620835840,123413463,,281.8973341,46.7227061,13.879,4.04191932926696,12.685,2.84791932926696,12.365,2.52791932926696,13.2975,13.95,13.7175,3.88041932926696,1.05193619781847,-49.7038955688477,2.96725225448608,Gaia,5618.0,4.47,0.08,0.97,0.95,,0.37265,4.79,4.81,-3.02,,927.718322753906,919.484191894531,937.453735351563,0.97128039598465,LO,0.0,5.49548621,0.94,2.511,Kepler,2016,Kepler
Kepler-1048 b,Kepler-1048,2104704815958848000,2104704815958848000,123408693,,281.8983042,42.1657112,15.138,6.41080967403542,13.131,4.40380967403542,12.447,3.71980967403542,14.1406,14.832,14.8444,6.11720967403542,1.76680161738232,10.1923475265503,6.22274208068848,Gaia,4651.0,4.62,0.01,0.75,0.7,,-0.40925,3.98,5.93,-2.26,,556.465270996094,551.480407714844,561.804321289063,1.02118456363678,LO,0.0,6.92101021,1.61,4.2469,Kepler,2016,Kepler
Kepler-144 b,Kepler-144,2104839471773324032,2104839471773324032,123409401,,281.9156128,42.7755535,12.195,4.23552083865833,11.05,3.09052083865833,10.792,2.83252083865833,11.5855,11.992,11.9438,3.98432083865833,2.52209021418913,-1.57441103458405,1.34152185916901,Gaia,6075.0,4.289,-0.1848,1.154,1.235,,0.28203,,,,,390.747161865234,389.19384765625,392.350616455078,0.987912356853485,LO,0.0809601247310638,5.885273,1.33,1.873,Kepler,2014,Kepler
Kepler-144 c,Kepler-144,2104839471773324032,2104839471773324032,123409401,,281.9156128,42.7755535,12.195,4.23552083865833,11.05,3.09052083865833,10.792,2.83252083865833,11.5855,11.992,11.9438,3.98432083865833,2.52209021418913,-1.57441103458405,1.34152185916901,Gaia,6075.0,4.289,-0.1848,1.154,1.235,,0.28203,,,,,390.747161865234,389.19384765625,392.350616455078,0.987912356853485,LO,0.0809601247310638,10.104665,1.35,2.278,Kepler,2014,Kepler
Kepler-1730 b,Kepler-1730,2105275015817638272,2105275015817638272,351803524,,281.9605834,43.7030386,15.478,4.70151705026413,14.197,3.42051705026413,13.849,3.07251705026413,14.8937,15.425,15.3758,4.59931705026413,0.674967496843624,,,,5942.0,4.327,-0.04,1.009,1.142,,0.07455,,,,,1429.8701171875,1396.70288085938,1481.72521972656,1.02051222324371,LO,0.0,13.81019974,4.48524519,3.048,Kepler,2021,Kepler
Kepler-880 b,Kepler-880,2105274977158196480,2105274977158196480,351803495,,281.9712347,43.6727839,11.845,3.00804470135115,11.25,2.41304470135115,11.039,2.20204470135115,11.6748,12.082,11.9642,3.12724470135115,1.66957185347132,-26.0954208374023,1.80225563049316,Gaia,6761.0,4.12,0.03,1.46,1.74,,0.66603,1.66,0.4,-0.31,,585.31689453125,581.533081054688,588.639587402344,1.05009293556213,LO,0.0990603640675545,7.71468975,2.66,4.2955,Kepler,2016,Kepler
Kepler-880 c,Kepler-880,2105274977158196480,2105274977158196480,351803495,,281.9712347,43.6727839,11.845,3.00804470135115,11.25,2.41304470135115,11.039,2.20204470135115,11.6748,12.082,11.9642,3.12724470135115,1.66957185347132,-26.0954208374023,1.80225563049316,Gaia,6900.0,3.843,0.0,1.714,2.599,,0.66603,1.66,0.4,-0.31,,585.31689453125,581.533081054688,588.639587402344,1.05009293556213,LO,0.0990603640675545,11.8061737,2.87,4.472,Kepler,2023,Kepler
Kepler-601 b,Kepler-601,2104705193915993216,2104705193915993216,351801933,,282.0046852,42.1764657,14.151,6.06232496533726,12.647,4.55832496533726,12.129,4.04032496533726,13.4432,14.005,14.0013,5.91262496533726,2.38396995267187,-32.8757095336914,2.97473311424255,Gaia,5160.0,4.57,-0.02,0.85,0.79,,-0.42817,4.07,2.83,-2.01,,414.700927734375,412.48077392578097,416.855834960938,0.935913920402527,LO,0.0,5.378868441,1.9,2.7154,Kepler,2016,Kepler
K2-383 b,K2-383,4098446119569242752,4098446119569242752,31244979,,282.008765,-18.3795798,12.689,6.16886084282329,10.994,4.47386084282329,10.456,3.93586084282329,11.8437,12.411,12.4429,5.92276084282329,4.944467696475231,-20.7689666748047,1.63077116012573,Gaia,5129.0,4.655,0.187,1.061,0.804,,-0.39685,,,,,201.385330200195,200.819000244141,201.867965698242,0.932656824588776,LO,0.0288823321461678,1.865962,1.564,1.9632,K2,2022,K2
Kepler-1817 b,Kepler-1817,2105396099534835456,2105396099534835456,351804260,,282.0333419,44.4779955,15.346,6.02046801233624,13.845,4.51946801233624,13.33,4.00446801233624,14.6069,15.115,15.1345,5.80896801233624,1.34051905184252,,,,5316.0,4.459,0.16,0.878,0.915,,-0.38044,,,,,733.004089355469,722.064025878906,742.325439453125,1.01238179206848,LO,0.0,44.29919815,2.27349126,4.367,Kepler,2021,Kepler
Kepler-961 b,Kepler-961,2105262886829784960,2105262886829784960,351803452,,282.0354942,43.6312491,14.204,5.45440006062369,12.859,4.10940006062369,12.482,3.73240006062369,13.561,14.101,14.043,5.29340006062369,1.75029986416682,14.7537956237793,3.89252662658691,Gaia,5582.0,4.51,0.05,0.96,0.9,,-0.19378,2.82,2.14,-1.32,,562.237731933594,558.55908203125,566.445251464844,1.03160011768341,LO,0.0,16.87727414,2.55,3.7835,Kepler,2016,Kepler
Kepler-311 c,Kepler-311,2119534646538533888,2119534646538533888,351898154,,282.0612731,47.0854984,13.902,4.49559560233491,12.751,3.34459560233491,12.418,3.01159560233491,13.3373,13.797,13.7537,4.34729560233491,1.28917801257793,-33.5662841796875,3.76800084114075,Gaia,5905.0,4.308,-0.03,0.994,1.188,,0.19328,,,,,760.818176269531,754.569763183594,767.48486328125,0.984756827354431,LO,0.0,19.738286,1.43,4.86,Kepler,2014,Kepler
Kepler-311 b,Kepler-311,2119534646538533888,2119534646538533888,351898154,,282.0612731,47.0854984,13.902,4.49559560233491,12.751,3.34459560233491,12.418,3.01159560233491,13.3373,13.797,13.7537,4.34729560233491,1.28917801257793,-33.5662841796875,3.76800084114075,Gaia,5905.0,4.308,-0.03,0.994,1.188,,0.19328,,,,,760.818176269531,754.569763183594,767.48486328125,0.984756827354431,LO,0.0,9.176092,1.7,4.342,Kepler,2014,Kepler
Kepler-311 d,Kepler-311,2119534646538533888,2119534646538533888,351898154,,282.0612731,47.0854984,13.902,4.49559560233491,12.751,3.34459560233491,12.418,3.01159560233491,13.3373,13.797,13.7537,4.34729560233491,1.28917801257793,-33.5662841796875,3.76800084114075,Gaia,5903.0,4.3,-0.1,0.974,1.156,,0.19328,,,,,760.818176269531,754.569763183594,767.48486328125,0.984756827354431,LO,0.0,232.040326,2.05,12.235,Kepler,2023,Kepler
TOI-1259 A b,TOI-1259 A,2294170838587572736,2294170838587572736,288735205,,282.1001665,79.2564761,12.079,6.70980758465516,10.226,4.85680758465516,9.619,4.24980758465516,11.1534,,11.8104,6.44120758465516,8.40876218483498,-40.7407875061035,0.605580389499664,Gaia,4775.0,4.605,-0.5,0.744,0.711,,-0.58996,4.8,0.7,-0.8,,118.532783508301,118.365829467773,118.665466308594,0.971835851669312,LO,0.0693859085440636,3.477978,11.45557828,2.4754,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
Kepler-583 b,Kepler-583,2104755256054840192,2104755256054840192,123415040,,282.1113206,42.3545514,14.883,5.15409244924979,13.533,3.80409244924979,13.09,3.36109244924979,14.2619,14.825,14.7985,5.06959244924979,1.1122018262348,,,,5523.0,4.5,0.07,0.94,0.91,,-0.10059,4.47,5.65,-2.74,,882.6357421875,869.768737792969,893.551513671875,0.973956286907196,LO,0.0,6.5100253,2.28,3.3302,Kepler,2016,Kepler
Kepler-1912 b,Kepler-1912,2119099931425654912,2119099931425654912,123444694,,282.1178211,46.2239547,12.36,5.02449336139588,11.133,3.79749336139588,10.799,3.46349336139588,11.7892,12.253,12.2385,4.90299336139588,3.39450424426959,-24.5882606506348,0.657425940036774,Gaia,5734.0,4.462,0.04,0.977,0.962,,-0.04936,,,,,293.15771484375,292.525238037109,294.037384033203,0.879467010498047,LO,0.044998224824667,6.059219837,1.35670508,1.268,Kepler,2021,Kepler
Kepler-137 b,Kepler-137,2104847370214740352,2104847370214740352,123415819,,282.1355875,43.0391951,13.063,5.67905106067755,11.65,4.26605106067755,11.165,3.78105106067755,12.4081,12.99,12.9414,5.55745106067755,3.31646656264386,-30.0712871551514,1.3725358247757,Gaia,5187.0,4.553,0.05,0.85,0.802,,-0.29234,,,,,299.771118164063,298.514404296875,301.090423583984,0.999090790748596,LO,0.0952320471405983,8.436387,1.47,3.217,Kepler,2014,Kepler
Kepler-137 c,Kepler-137,2104847370214740352,2104847370214740352,123415819,,282.1355875,43.0391951,13.063,5.67905106067755,11.65,4.26605106067755,11.165,3.78105106067755,12.4081,12.99,12.9414,5.55745106067755,3.31646656264386,-30.0712871551514,1.3725358247757,Gaia,5187.0,4.553,0.05,0.85,0.802,,-0.29234,,,,,299.771118164063,298.514404296875,301.090423583984,0.999090790748596,LO,0.0952320471405983,18.735753,1.88,3.005,Kepler,2014,Kepler
Kepler-1192 b,Kepler-1192,2105273705848965888,2105273705848965888,123416753,,282.1405603,43.8964934,15.858,5.19904781022476,14.493,3.83404781022476,13.922,3.26304781022476,15.1878,15.684,15.6807,5.02174781022476,0.710270724391017,,,,5438.0,4.55,-0.16,0.86,0.83,,-0.1283,4.47,6.15,-2.82,,1354.53564453125,1312.39514160156,1397.21557617188,1.0202978849411,LO,0.0302650257945061,25.2034787,2.36,4.552,Kepler,2016,Kepler
Kepler-1654 b,Kepler-1654,2105415302330571008,2105415302330571008,123417316,,282.1856949,44.4344617,13.497,4.73971098483919,12.281,3.52371098483919,11.922,3.16471098483919,12.9495,13.424,13.4057,4.64841098483919,1.74723513644575,-71.0272979736328,2.31303191184998,Gaia,5597.0,4.3001,-0.088,1.011,1.179,G5 V,0.08991,5.0,,,,564.232116699219,561.486206054688,567.078369140625,0.944221794605255,LO,0.0,1047.8356,9.180171,22.992,Kepler,2018,Kepler
Kepler-270 b,Kepler-270,2105415306628609024,2105415306628609024,123417308,,282.2001207,44.4222795,13.9,4.02346894706543,12.938,3.06146894706543,12.627,2.75046894706543,13.4626,13.908,13.8586,3.98206894706543,1.03178908497505,-26.9269695281982,5.57562160491943,Gaia,6067.0,4.196,0.15,1.17,1.461,,0.31211,,,,,944.726745605469,936.045837402344,954.946350097656,1.05191516876221,LO,0.0,11.476094,2.01,4.865,Kepler,2014,Kepler
Kepler-270 c,Kepler-270,2105415306628609024,2105415306628609024,123417308,,282.2001207,44.4222795,13.9,4.02346894706543,12.938,3.06146894706543,12.627,2.75046894706543,13.4626,13.908,13.8586,3.98206894706543,1.03178908497505,-26.9269695281982,5.57562160491943,Gaia,6067.0,4.196,0.15,1.17,1.461,,0.31211,,,,,944.726745605469,936.045837402344,954.946350097656,1.05191516876221,LO,0.0,25.262887,1.77,3.698,Kepler,2014,Kepler
Kepler-653 b,Kepler-653,2119511080054847616,2119511080054847616,123445166,,282.2130447,46.7177898,13.498,4.63916776847487,12.194,3.33516776847487,11.793,2.93416776847487,12.8615,13.387,13.3461,4.48726776847487,1.66705304224916,-9.51981735229492,1.84417176246643,Gaia,5665.0,4.29,0.23,1.02,1.19,,0.11872,7.76,1.9,-2.88,,591.243591308594,586.9560546875,595.1962890625,0.965680241584778,LO,0.0,14.70748976,1.95,3.1584,Kepler,2016,Kepler
Kepler-653 c,Kepler-653,2119511080054847616,2119511080054847616,123445166,,282.2130447,46.7177898,13.498,4.63916776847487,12.194,3.33516776847487,11.793,2.93416776847487,12.8615,13.387,13.3461,4.48726776847487,1.66705304224916,-9.51981735229492,1.84417176246643,Gaia,5665.0,4.29,0.23,1.02,1.19,,0.11872,7.76,1.9,-2.88,,591.243591308594,586.9560546875,595.1962890625,0.965680241584778,LO,0.0,0.900376476,0.78,1.393,Kepler,2016,Kepler
Kepler-83 c,Kepler-83,2105261134483173632,2105261134483173632,123416515,,282.2325197,43.6655662,16.145,8.16860299774266,13.737,5.76060299774266,12.947,4.97060299774266,14.9557,15.777,15.7832,7.80680299774266,2.51596025717951,,,,4082.0,4.69,-0.2,0.66,0.61,M0 V,-1.10237,,,,,393.803344726563,390.278167724609,397.485443115234,1.03130924701691,LO,0.0761031731963158,20.09,2.36,3.5881,Kepler,2012,Kepler
Kepler-83 b,Kepler-83,2105261134483173632,2105261134483173632,123416515,,282.2325197,43.6655662,16.145,8.16860299774266,13.737,5.76060299774266,12.947,4.97060299774266,14.9557,15.777,15.7832,7.80680299774266,2.51596025717951,,,,4082.0,4.69,-0.2,0.66,0.61,M0 V,-1.10237,,,,,393.803344726563,390.278167724609,397.485443115234,1.03130924701691,LO,0.0761031731963158,9.77,2.83,2.4764,Kepler,2012,Kepler
Kepler-83 d,Kepler-83,2105261134483173632,2105261134483173632,123416515,,282.2325197,43.6655662,16.145,8.16860299774266,13.737,5.76060299774266,12.947,4.97060299774266,14.9557,15.777,15.7832,7.80680299774266,2.51596025717951,,,,4648.0,4.718,-0.2,0.58,0.594,M0 V,-1.10237,,,,,393.803344726563,390.278167724609,397.485443115234,1.03130924701691,LO,0.0761031731963158,5.169796,1.94,2.163,Kepler,2014,Kepler
Kepler-1637 b,Kepler-1637,2119706690045629824,2119706690045629824,48131596,,282.2368006,48.1542016,13.375,0.298639663983971,12.142,-0.934360336016029,11.778,-1.29836033601603,12.8027,13.328,13.2726,0.196239663983971,-0.0170465949475881,-56.6138305664063,1.5606529712677,Gaia,5789.0,4.43,0.07,1.02,1.02,,0.0229,4.17,2.85,-2.38,,4123.5576171875,2289.4951171875,7116.634765625,46.1252937316895,HI,4.67493772506714,6.10960324,0.89,5.585,Kepler,2016,Kepler
Kepler-1863 b,Kepler-1863,2105230794833800704,2105230794833800704,123416041,,282.2397185,43.2440854,13.64,3.94775427267737,12.36,2.66775427267737,12.039,2.34675427267737,13.0197,13.468,13.4479,3.75565427267737,1.12825226894302,-27.7507362365723,3.64772176742554,Gaia,5871.0,4.493,0.21,1.097,0.983,,0.40952,,,,,867.858947753906,859.582458496094,874.967895507813,0.96514105796814,LO,0.0,44.99760056,2.26309256,9.686,Kepler,2021,Kepler
Kepler-446 b,Kepler-446,2106929849536047744,2106929849536047744,123417850,,282.2501047,44.921002,17.5041,12.5937436084446,13.591,8.68064360844458,12.827,7.91664360844458,15.0772,16.257,16.3101,11.3997436084446,10.3822253560413,,,,3359.0,5.03245,-0.3,0.22,0.24,M4,-2.24766,,,,,95.955810546875,95.6162872314453,96.2257766723633,0.966952502727509,LO,0.0,1.565409,1.5,0.6456,Kepler,2015,Kepler
Kepler-446 d,Kepler-446,2106929849536047744,2106929849536047744,123417850,,282.2501047,44.921002,17.5041,12.5937436084446,13.591,8.68064360844458,12.827,7.91664360844458,15.0772,16.257,16.3101,11.3997436084446,10.3822253560413,,,,3359.0,5.03245,-0.3,0.22,0.24,M4,-2.24766,,,,,95.955810546875,95.6162872314453,96.2257766723633,0.966952502727509,LO,0.0,5.148921,1.35,0.8832,Kepler,2015,Kepler
Kepler-446 c,Kepler-446,2106929849536047744,2106929849536047744,123417850,,282.2501047,44.921002,17.5041,12.5937436084446,13.591,8.68064360844458,12.827,7.91664360844458,15.0772,16.257,16.3101,11.3997436084446,10.3822253560413,,,,3359.0,5.03245,-0.3,0.22,0.24,M4,-2.24766,,,,,95.955810546875,95.6162872314453,96.2257766723633,0.966952502727509,LO,0.0,3.036179,1.11,0.9432,Kepler,2015,Kepler
Kepler-1244 b,Kepler-1244,2119130163697443840,2119130163697443840,123447592,,282.3012505,46.5161814,12.444,2.44580071998735,11.503,1.50480071998735,11.269,1.27080071998735,11.9966,12.402,12.3234,2.32520071998735,0.984606808652943,5.16427755355835,0.875462472438812,Gaia,6680.0,4.1,0.05,1.46,1.77,,1.03224,1.7,0.42,-0.359,,999.171081542969,990.3466796875,1007.38000488281,0.93403297662735,LO,0.0505915358662605,3.70428172,1.35,3.281,Kepler,2016,Kepler
Kepler-829 b,Kepler-829,2104759585381348608,2104759585381348608,123451768,,282.3328312,42.4638125,14.973,4.86945916884259,13.699,3.59545916884259,13.29,3.18645916884259,14.4166,14.931,14.9206,4.81705916884259,0.933575537482803,-20.227438,0.03873841,APOGEE,5698.0,4.46,0.03,0.98,0.97,,0.04004,4.68,4.13,-2.88,,1048.83740234375,1030.08605957031,1067.67358398438,1.03825771808624,LO,0.0,6.88337562,2.11,2.2442,Kepler,2016,Kepler
Kepler-1946 b,Kepler-1946,2104797381093952256,2104797381093952256,123451321,,282.3355387,42.8453417,15.508,5.3598826713781,14.248,4.0998826713781,13.761,3.6128826713781,15.0123,15.556,15.5613,5.4131826713781,0.909213791571142,,,,5505.0,4.503,-0.04,0.887,0.873,,-0.27885,,,,,1070.59069824219,1038.873046875,1102.34252929688,0.956803739070892,LO,0.0,3.035190105,2.48812698,0.6182,Kepler,2021,Kepler
Kepler-868 b,Kepler-868,2119507506642066176,2119507506642066176,123447451,,282.3635315,46.6752384,15.872,4.9334332265041,14.531,3.5924332265041,14.09,3.1514332265041,15.1461,15.695,15.6177,4.6791332265041,0.624736392021076,,,,5614.0,4.51,-0.08,0.93,0.89,,0.06838,3.89,4.6,-2.3,,1540.68322753906,1476.04248046875,1607.0625,0.933101058006287,LO,0.0,5.03251791,2.05,3.3066,Kepler,2016,Kepler
Kepler-1999 b,Kepler-1999,2119710538336363904,2119710538336363904,48131702,,282.3705675,48.259234,16.433,7.22169098690172,14.536,5.32469098690172,13.882,4.67069098690172,15.5613,16.324,16.319,7.10769098690172,1.41502789497359,,,,4406.0,4.643,-0.24,0.632,0.628,,-0.77323,,,,,695.443420410156,678.811706542969,709.774291992188,1.01258230209351,LO,0.0681228637695313,8.7396758,3.29,3.866,Kepler,2023,Kepler
